date,open,high,low,close,volume
2023-07-18T04:00:00,30076.01,30087.46,30069.74,30084.98,18.414039
2023-07-18T04:05:00,30084.98,30093.5,30064.81,30064.81,12.973369
2023-07-18T04:10:00,30064.81,30064.81,30050.01,30064.0,9.880816
2023-07-18T04:15:00,30064.0,30064.0,30042.85,30042.85,11.314291
2023-07-18T04:20:00,30042.85,30051.99,30042.0,30051.99,3.546443
2023-07-18T04:25:00,30051.99,30099.5,30051.99,30082.0,16.818507
2023-07-18T04:30:00,30082.0,30089.65,30070.0,30089.65,10.043408
2023-07-18T04:35:00,30089.65,30100.0,30089.65,30098.01,5.699753
2023-07-18T04:40:00,30098.01,30098.01,30082.0,30082.01,10.475347
2023-07-18T04:45:00,30082.01,30101.0,30082.01,30100.99,5.347667
2023-07-18T04:50:00,30100.99,30104.62,30091.15,30104.62,6.766956
2023-07-18T04:55:00,30104.62,30115.99,30104.61,30115.99,4.342488
2023-07-18T05:00:00,30115.99,30115.99,30102.01,30102.01,2.630882
2023-07-18T05:05:00,30102.01,30102.01,30084.01,30093.0,5.356451
2023-07-18T05:10:00,30093.0,30102.0,30092.99,30102.0,1.402696
2023-07-18T05:15:00,30102.0,30102.0,30088.0,30091.02,10.829636
2023-07-18T05:20:00,30091.02,30091.03,30083.55,30084.02,5.109587
2023-07-18T05:25:00,30084.02,30089.61,30075.99,30075.99,3.366558
2023-07-18T05:30:00,30075.99,30088.6,30062.0,30088.49,15.647256
2023-07-18T05:35:00,30088.49,30088.49,30050.44,30050.44,11.152699
2023-07-18T05:40:00,30050.44,30050.45,30043.93,30043.93,21.915477
2023-07-18T05:45:00,30043.93,30049.49,30038.75,30049.48,10.766244
2023-07-18T05:50:00,30049.48,30064.0,30049.48,30052.01,5.875971
2023-07-18T05:55:00,30052.01,30056.0,30038.75,30048.48,15.99493
2023-07-18T06:00:00,30048.48,30072.49,30046.99,30072.0,7.77838
2023-07-18T06:05:00,30072.0,30085.04,30062.33,30076.91,8.575377
2023-07-18T06:10:00,30076.91,30083.65,30066.99,30066.99,5.57887
2023-07-18T06:15:00,30066.99,30066.99,30001.0,30039.23,30.270471
2023-07-18T06:20:00,30039.23,30088.5,30039.23,30088.5,17.930433
2023-07-18T06:25:00,30088.5,30095.87,30047.32,30047.32,8.868001
2023-07-18T06:30:00,30047.32,30047.32,30010.02,30019.49,13.94195
2023-07-18T06:35:00,30019.49,30019.49,29950.0,29980.0,71.489844
2023-07-18T06:40:00,29980.0,29991.99,29928.62,29962.0,36.879272
2023-07-18T06:45:00,29962.0,30011.98,29921.01,29981.0,27.636002
2023-07-18T06:50:00,29981.0,29981.99,29950.0,29967.98,26.471032
2023-07-18T06:55:00,29967.98,29988.4,29964.0,29988.02,10.719327
2023-07-18T07:00:00,29988.02,30015.99,29970.0,30006.0,20.126038
2023-07-18T07:05:00,30006.0,30009.72,29976.94,29996.01,9.725045
2023-07-18T07:10:00,29996.01,30031.67,29990.01,30024.78,14.227363
2023-07-18T07:15:00,30024.78,30032.0,30016.0,30032.0,9.871263
2023-07-18T07:20:00,30032.0,30035.46,30022.41,30024.02,11.520157
2023-07-18T07:25:00,30024.02,30026.89,30014.52,30015.97,8.130761
2023-07-18T07:30:00,30015.97,30023.99,29996.01,30021.96,19.778082
2023-07-18T07:35:00,30021.96,30026.0,29996.02,29996.02,5.091537
2023-07-18T07:40:00,29996.02,29996.87,29984.0,29992.52,26.23261
2023-07-18T07:45:00,29992.52,29999.99,29941.99,29941.99,32.632706
2023-07-18T07:50:00,29941.99,29987.99,29938.5,29987.04,9.132451
2023-07-18T07:55:00,29987.04,29987.05,29964.28,29964.29,3.314935
2023-07-18T08:00:00,29964.29,29966.28,29923.0,29923.0,16.350175
2023-07-18T08:05:00,29923.0,29963.18,29916.67,29932.0,20.120179
2023-07-18T08:10:00,29932.0,29943.99,29886.25,29934.01,45.907466
2023-07-18T08:15:00,29934.01,29947.48,29883.33,29906.0,36.361781
2023-07-18T08:20:00,29906.0,29975.99,29900.0,29975.99,29.959692
2023-07-18T08:25:00,29975.99,30082.92,29975.99,30062.0,71.055851
2023-07-18T08:30:00,30062.0,30109.27,30041.76,30092.0,45.56688
2023-07-18T08:35:00,30092.0,30092.0,30052.0,30062.01,8.440024
2023-07-18T08:40:00,30062.01,30062.01,30021.99,30041.99,17.748691
2023-07-18T08:45:00,30041.99,30051.99,30020.0,30030.0,11.30741
2023-07-18T08:50:00,30030.0,30043.9,30025.39,30025.9,6.891865
2023-07-18T08:55:00,30025.9,30027.9,30018.0,30020.0,5.255587
2023-07-18T09:00:00,30020.0,30038.0,30020.0,30035.21,10.260621
2023-07-18T09:05:00,30035.21,30040.0,30022.01,30022.01,7.594968
2023-07-18T09:10:00,30022.01,30022.01,29971.64,29985.98,13.11038
2023-07-18T09:15:00,29985.98,30001.6,29983.99,29984.0,3.875262
2023-07-18T09:20:00,29984.0,30015.99,29984.0,30015.98,7.772747
2023-07-18T09:25:00,30015.98,30024.0,30014.0,30016.0,7.438356
2023-07-18T09:30:00,30016.0,30016.01,29991.0,29991.0,1.028977
2023-07-18T09:35:00,29991.0,30003.2,29985.0,29985.01,6.493294
2023-07-18T09:40:00,29985.01,30003.2,29980.0,29987.96,12.103465
2023-07-18T09:45:00,29987.96,29987.96,29974.0,29975.03,10.660416
2023-07-18T09:50:00,29975.03,29985.98,29968.98,29968.99,11.835038
2023-07-18T09:55:00,29968.99,29969.73,29952.13,29959.98,8.20396
2023-07-18T10:00:00,29959.98,29971.71,29952.16,29954.0,4.524816
2023-07-18T10:05:00,29954.0,29977.49,29950.42,29972.39,12.49382
2023-07-18T10:10:00,29972.39,29972.39,29952.0,29954.0,9.925559
2023-07-18T10:15:00,29954.0,29957.99,29911.45,29932.0,58.959267
2023-07-18T10:20:00,29932.0,29964.9,29930.52,29964.0,11.263021
2023-07-18T10:25:00,29964.0,29964.0,29951.9,29951.91,4.708592
2023-07-18T10:30:00,29951.91,29961.71,29942.0,29958.1,8.280892
2023-07-18T10:35:00,29958.1,29989.97,29958.1,29987.97,10.109932
2023-07-18T10:40:00,29987.97,30001.86,29980.0,29986.01,16.226972
2023-07-18T10:45:00,29986.01,30000.0,29982.82,29996.02,14.225182
2023-07-18T10:50:00,29996.02,30031.66,29996.02,30006.0,16.97639
2023-07-18T10:55:00,30006.0,30013.99,29994.0,29994.0,5.25585
2023-07-18T11:00:00,29994.0,30013.98,29988.01,30011.68,12.666346
2023-07-18T11:05:00,30011.68,30013.14,30011.14,30011.15,8.722668
2023-07-18T11:10:00,30011.15,30011.15,29996.01,30009.99,10.140791
2023-07-18T11:15:00,30009.99,30023.04,29998.45,30023.04,15.175445
2023-07-18T11:20:00,30023.04,30069.29,30020.47,30044.0,32.010378
2023-07-18T11:25:00,30044.0,30044.0,30018.48,30029.89,8.754412
2023-07-18T11:30:00,30029.89,30042.0,30024.88,30027.99,8.040361
2023-07-18T11:35:00,30027.99,30027.99,30001.99,30007.99,8.965229
2023-07-18T11:40:00,30007.99,30011.96,29995.48,30000.01,10.288392
2023-07-18T11:45:00,30000.01,30000.02,29962.0,29977.99,15.791765
2023-07-18T11:50:00,29977.99,29977.99,29855.89,29892.01,106.877131
2023-07-18T11:55:00,29892.01,29895.44,29806.14,29879.99,131.314097
2023-07-18T12:00:00,29879.99,29917.47,29868.01,29877.99,38.099473
2023-07-18T12:05:00,29877.99,29917.48,29866.35,29917.47,15.842889
2023-07-18T12:10:00,29917.47,29917.47,29844.02,29863.87,24.577173
2023-07-18T12:15:00,29863.87,29897.99,29822.0,29896.0,28.808608
2023-07-18T12:20:00,29896.0,29896.0,29868.01,29890.93,12.890955
2023-07-18T12:25:00,29890.93,29895.98,29835.01,29854.51,22.744644
2023-07-18T12:30:00,29854.51,29879.98,29766.0,29784.01,69.982427
2023-07-18T12:35:00,29784.01,29863.18,29782.0,29844.0,54.143547
2023-07-18T12:40:00,29844.0,29844.0,29776.0,29779.98,19.445493
2023-07-18T12:45:00,29779.98,29819.98,29731.99,29741.98,42.051815
2023-07-18T12:50:00,29741.98,29813.98,29741.98,29762.01,56.778521
2023-07-18T12:55:00,29762.01,29804.0,29754.01,29783.88,17.614982
2023-07-18T13:00:00,29783.88,29839.03,29772.0,29803.98,41.673627
2023-07-18T13:05:00,29803.98,29803.99,29695.09,29741.87,66.590127
2023-07-18T13:10:00,29741.87,29836.5,29740.0,29820.0,32.490064
2023-07-18T13:15:00,29820.0,29820.11,29784.01,29813.98,25.450059
2023-07-18T13:20:00,29813.98,29830.58,29754.0,29830.58,23.361861
2023-07-18T13:25:00,29830.58,29831.99,29781.99,29782.01,15.7451
2023-07-18T13:30:00,29782.01,29801.99,29766.0,29801.99,23.904608
2023-07-18T13:35:00,29801.99,29827.93,29778.04,29821.5,16.03145
2023-07-18T13:40:00,29821.5,29868.0,29821.5,29840.02,34.531977
2023-07-18T13:45:00,29840.02,29858.0,29822.69,29853.44,26.469791
2023-07-18T13:50:00,29853.44,29853.44,29798.0,29836.01,49.773247
2023-07-18T13:55:00,29836.01,29836.01,29792.0,29829.17,28.810519
2023-07-18T14:00:00,29829.17,29895.29,29826.23,29877.16,56.671515
2023-07-18T14:05:00,29877.16,29877.16,29840.0,29852.0,20.415418
2023-07-18T14:10:00,29852.0,29920.88,29852.0,29920.88,54.058141
2023-07-18T14:15:00,29920.88,29923.75,29882.0,29905.8,27.07347
2023-07-18T14:20:00,29905.8,30036.03,29889.07,30012.01,64.062204
2023-07-18T14:25:00,30012.01,30012.01,29938.51,29940.01,42.323351
2023-07-18T14:30:00,29940.01,29945.98,29818.18,29851.5,60.428534
2023-07-18T14:35:00,29851.5,29893.99,29848.0,29893.99,35.689751
2023-07-18T14:40:00,29893.99,29974.66,29888.0,29974.66,57.553515
2023-07-18T14:45:00,29974.66,29987.21,29927.18,29940.0,58.860816
2023-07-18T14:50:00,29940.0,29954.0,29921.32,29935.97,13.101556
2023-07-18T14:55:00,29935.97,29935.98,29906.0,29925.75,22.747845
2023-07-18T15:00:00,29925.75,29929.24,29870.28,29895.94,25.798351
2023-07-18T15:05:00,29895.94,29902.62,29866.85,29887.98,9.914185
2023-07-18T15:10:00,29887.98,29919.67,29887.98,29909.98,8.247426
2023-07-18T15:15:00,29909.98,29931.05,29870.73,29897.99,16.229852
2023-07-18T15:20:00,29897.99,29904.99,29871.99,29871.99,9.523946
2023-07-18T15:25:00,29871.99,29873.99,29849.11,29862.33,19.346835
2023-07-18T15:30:00,29862.33,29881.99,29842.0,29848.0,7.295358
2023-07-18T15:35:00,29848.0,29887.23,29848.0,29883.99,7.934684
2023-07-18T15:40:00,29883.99,29890.13,29860.0,29860.0,7.422667
2023-07-18T15:45:00,29860.0,29882.0,29858.0,29882.0,19.557609
2023-07-18T15:50:00,29882.0,29887.33,29872.0,29887.33,8.700814
2023-07-18T15:55:00,29887.33,29924.0,29884.01,29915.91,10.744579
2023-07-18T16:00:00,29915.91,29923.62,29896.01,29923.62,16.318412
2023-07-18T16:05:00,29923.62,29939.98,29920.01,29935.5,17.575015
2023-07-18T16:10:00,29935.5,29955.0,29935.5,29955.0,14.620937
2023-07-18T16:15:00,29955.0,29965.69,29935.0,29935.99,15.408047
2023-07-18T16:20:00,29935.99,29937.99,29912.0,29912.01,14.288146
2023-07-18T16:25:00,29912.01,29912.01,29896.0,29900.01,40.435077
2023-07-18T16:30:00,29900.01,29923.97,29882.96,29908.46,15.443237
2023-07-18T16:35:00,29908.46,29911.98,29893.21,29901.99,6.307688
2023-07-18T16:40:00,29901.99,29901.99,29833.21,29838.51,23.982888
2023-07-18T16:45:00,29838.51,29844.0,29500.0,29700.0,346.844542
2023-07-18T16:50:00,29700.0,29772.67,29632.01,29750.01,82.48553
2023-07-18T16:55:00,29750.01,29757.98,29686.0,29701.99,42.354139
2023-07-18T17:00:00,29701.99,29745.98,29674.0,29714.04,35.084466
2023-07-18T17:05:00,29714.04,29747.99,29694.0,29739.09,26.116301
2023-07-18T17:10:00,29739.09,29764.49,29734.0,29739.99,17.615291
2023-07-18T17:15:00,29739.99,29757.99,29704.48,29713.9,16.263777
2023-07-18T17:20:00,29713.9,29749.19,29684.0,29718.0,41.426543
2023-07-18T17:25:00,29718.0,29729.05,29705.99,29723.75,8.788026
2023-07-18T17:30:00,29723.75,29751.97,29714.05,29718.0,21.057585
2023-07-18T17:35:00,29718.0,29757.0,29702.97,29752.0,16.504151
2023-07-18T17:40:00,29752.0,29795.07,29746.17,29794.0,13.118767
2023-07-18T17:45:00,29794.0,29795.08,29760.0,29787.43,17.953373
2023-07-18T17:50:00,29787.43,29789.99,29772.0,29787.99,29.666666
2023-07-18T17:55:00,29787.99,29830.0,29774.0,29822.4,45.845426
2023-07-18T18:00:00,29822.4,29844.77,29798.0,29798.01,39.10671
2023-07-18T18:05:00,29798.01,29814.0,29790.23,29811.0,37.326729
2023-07-18T18:10:00,29811.0,29876.11,29811.0,29868.34,113.108803
2023-07-18T18:15:00,29868.34,29872.6,29832.01,29861.99,34.791003
2023-07-18T18:20:00,29861.99,29900.32,29861.99,29892.01,50.991129
2023-07-18T18:25:00,29892.01,29926.08,29892.0,29926.08,39.748882
2023-07-18T18:30:00,29926.08,29928.32,29882.3,29903.95,20.41244
2023-07-18T18:35:00,29903.95,29903.95,29874.29,29877.0,13.858407
2023-07-18T18:40:00,29877.0,29877.0,29862.04,29864.01,18.972192
2023-07-18T18:45:00,29864.01,29905.96,29864.0,29898.47,20.507584
2023-07-18T18:50:00,29898.47,29898.47,29884.0,29891.99,7.47257
2023-07-18T18:55:00,29891.99,29907.05,29891.98,29907.05,3.44941
2023-07-18T19:00:00,29907.05,29931.58,29886.44,29931.58,17.390575
2023-07-18T19:05:00,29931.58,29941.12,29916.61,29916.61,19.502249
2023-07-18T19:10:00,29916.61,29916.61,29872.0,29896.13,18.570264
2023-07-18T19:15:00,29896.13,29896.13,29859.48,29875.18,15.928375
2023-07-18T19:20:00,29875.18,29875.98,29856.0,29858.01,11.849043
2023-07-18T19:25:00,29858.01,29858.01,29768.88,29773.68,40.008862
2023-07-18T19:30:00,29773.68,29809.57,29760.55,29797.97,33.204739
2023-07-18T19:35:00,29797.97,29797.98,29766.81,29766.81,10.627299
2023-07-18T19:40:00,29766.81,29769.99,29731.56,29736.11,15.540858
2023-07-18T19:45:00,29736.11,29757.98,29725.65,29727.64,18.355305
2023-07-18T19:50:00,29727.64,29741.98,29724.9,29737.22,17.438163
2023-07-18T19:55:00,29737.22,29743.82,29680.72,29711.99,34.600415
2023-07-18T20:00:00,29711.99,29785.98,29703.9,29747.99,26.141928
2023-07-18T20:05:00,29747.99,29770.5,29722.04,29733.98,10.815406
2023-07-18T20:10:00,29733.98,29777.99,29725.3,29756.01,25.953097
2023-07-18T20:15:00,29756.01,29756.01,29729.28,29729.94,8.897484
