date,open,high,low,close,volume
2023-07-17T13:45:00,30237.4,30245.99,30214.0,30233.98,16.881992
2023-07-17T13:50:00,30233.98,30306.15,30233.98,30281.99,45.72264
2023-07-17T13:55:00,30281.99,30292.0,30266.0,30288.0,9.889744
2023-07-17T14:00:00,30288.0,30305.99,30266.01,30283.99,25.158081
2023-07-17T14:05:00,30283.99,30284.0,30258.0,30263.98,14.590753
2023-07-17T14:10:00,30263.98,30271.99,30258.0,30264.0,7.696438
2023-07-17T14:15:00,30264.0,30276.99,30240.62,30276.99,12.125256
2023-07-17T14:20:00,30276.99,30299.99,30270.49,30273.98,12.791568
2023-07-17T14:25:00,30273.98,30273.98,30237.99,30252.68,4.823166
2023-07-17T14:30:00,30252.68,30253.99,30234.42,30252.0,6.715496
2023-07-17T14:35:00,30252.0,30269.83,30252.0,30266.0,7.629193
2023-07-17T14:40:00,30266.0,30266.01,30244.96,30263.99,2.758706
2023-07-17T14:45:00,30263.99,30279.0,30260.0,30279.0,6.531019
2023-07-17T14:50:00,30279.0,30279.0,30264.3,30275.99,4.637342
2023-07-17T14:55:00,30275.99,30284.09,30274.0,30277.9,11.110534
2023-07-17T15:00:00,30277.9,30289.98,30270.0,30286.01,8.727653
2023-07-17T15:05:00,30286.01,30286.01,30261.29,30272.0,5.906757
2023-07-17T15:10:00,30272.0,30272.0,30242.98,30262.57,24.066123
2023-07-17T15:15:00,30262.57,30276.5,30218.0,30218.0,17.206259
2023-07-17T15:20:00,30218.0,30233.99,30178.99,30185.42,33.074308
2023-07-17T15:25:00,30185.42,30197.99,30150.0,30169.97,23.389813
2023-07-17T15:30:00,30169.97,30183.98,30121.99,30172.57,26.978402
2023-07-17T15:35:00,30172.57,30185.69,30137.99,30167.99,20.41086
2023-07-17T15:40:00,30167.99,30189.19,30167.99,30180.0,5.983471
2023-07-17T15:45:00,30180.0,30189.68,30160.0,30160.0,9.105312
2023-07-17T15:50:00,30160.0,30168.0,30151.99,30166.0,10.750839
2023-07-17T15:55:00,30166.0,30189.99,30163.99,30178.01,5.396015
2023-07-17T16:00:00,30178.01,30186.0,30150.67,30150.67,10.81501
2023-07-17T16:05:00,30150.67,30232.21,30150.67,30220.01,36.956503
2023-07-17T16:10:00,30220.01,30235.36,30216.0,30235.36,18.857562
2023-07-17T16:15:00,30235.36,30235.99,30198.0,30199.99,12.870491
2023-07-17T16:20:00,30199.99,30219.99,30199.98,30212.48,9.452763
2023-07-17T16:25:00,30212.48,30215.98,30180.62,30184.87,15.829191
2023-07-17T16:30:00,30184.87,30187.99,30084.99,30125.49,42.683112
2023-07-17T16:35:00,30125.49,30129.99,30076.01,30088.0,32.146366
2023-07-17T16:40:00,30088.0,30110.09,30082.01,30103.99,19.294338
2023-07-17T16:45:00,30103.99,30141.87,30101.4,30117.81,14.270932
2023-07-17T16:50:00,30117.81,30135.1,30111.99,30135.1,12.629271
2023-07-17T16:55:00,30135.1,30144.17,30118.01,30144.16,7.252508
2023-07-17T17:00:00,30144.16,30157.43,30136.0,30155.43,8.266211
2023-07-17T17:05:00,30155.43,30155.43,30076.77,30084.25,22.491281
2023-07-17T17:10:00,30084.25,30089.98,30029.18,30029.18,36.071847
2023-07-17T17:15:00,30029.18,30063.38,30006.6,30018.0,43.869855
2023-07-17T17:20:00,30018.0,30057.98,29913.11,30023.99,148.400226
2023-07-17T17:25:00,30023.99,30127.0,30023.99,30127.0,24.927745
2023-07-17T17:30:00,30127.0,30155.59,30120.0,30130.0,39.619832
2023-07-17T17:35:00,30130.0,30137.99,30090.01,30106.5,31.413023
2023-07-17T17:40:00,30106.5,30117.99,30070.2,30078.01,24.865446
2023-07-17T17:45:00,30078.01,30083.98,30004.95,30035.98,50.270485
2023-07-17T17:50:00,30035.98,30069.98,30034.0,30062.5,11.825114
2023-07-17T17:55:00,30062.5,30097.48,30029.99,30029.99,27.525819
2023-07-17T18:00:00,30029.99,30043.99,30008.16,30038.0,20.483027
2023-07-17T18:05:00,30038.0,30060.48,30018.4,30045.22,13.014097
2023-07-17T18:10:00,30045.22,30045.22,29986.02,29986.03,19.182957
2023-07-17T18:15:00,29986.03,30047.98,29986.03,30040.0,9.863197
2023-07-17T18:20:00,30040.0,30047.99,30003.97,30011.96,12.050767
2023-07-17T18:25:00,30011.96,30024.0,29987.17,30024.0,13.346374
2023-07-17T18:30:00,30024.0,30027.98,29749.7,29816.01,340.10726
2023-07-17T18:35:00,29816.01,29940.96,29816.0,29906.36,50.892347
2023-07-17T18:40:00,29906.36,29907.98,29830.0,29857.99,35.272492
2023-07-17T18:45:00,29857.99,29859.99,29655.0,29664.0,192.365993
2023-07-17T18:50:00,29664.0,29853.19,29654.63,29840.01,94.470925
2023-07-17T18:55:00,29840.01,29872.85,29796.0,29796.01,60.680297
2023-07-17T19:00:00,29796.01,29839.98,29750.0,29792.2,72.156215
2023-07-17T19:05:00,29792.2,29815.98,29752.01,29789.98,30.890122
2023-07-17T19:10:00,29789.98,29851.87,29789.98,29845.82,22.592945
2023-07-17T19:15:00,29845.82,29894.36,29845.82,29894.36,39.727176
2023-07-17T19:20:00,29894.36,29901.08,29847.99,29866.01,25.75555
2023-07-17T19:25:00,29866.01,29929.06,29858.31,29917.4,39.405934
2023-07-17T19:30:00,29917.4,29921.98,29864.0,29886.01,23.495097
2023-07-17T19:35:00,29886.01,29894.0,29866.0,29881.77,5.9493
2023-07-17T19:40:00,29881.77,29891.36,29864.73,29891.36,10.762647
2023-07-17T19:45:00,29891.36,29895.99,29843.89,29860.0,21.363659
2023-07-17T19:50:00,29860.0,29873.48,29832.25,29839.99,17.162961
2023-07-17T19:55:00,29839.99,29919.99,29839.99,29887.99,18.391009
2023-07-17T20:00:00,29887.99,29965.7,29884.01,29948.0,28.923163
2023-07-17T20:05:00,29948.0,29965.7,29944.0,29956.0,26.32892
2023-07-17T20:10:00,29956.0,29963.99,29940.96,29948.0,5.753208
2023-07-17T20:15:00,29948.0,29988.96,29944.0,29959.99,20.878243
2023-07-17T20:20:00,29959.99,29959.99,29930.53,29936.0,12.710547
2023-07-17T20:25:00,29936.0,29947.99,29932.0,29937.99,4.437338
2023-07-17T20:30:00,29937.99,29938.0,29915.99,29917.5,6.640835
2023-07-17T20:35:00,29917.5,29929.38,29916.0,29916.0,8.970618
2023-07-17T20:40:00,29916.0,29935.98,29913.06,29935.98,10.360909
2023-07-17T20:45:00,29935.98,29935.99,29913.07,29914.0,6.359372
2023-07-17T20:50:00,29914.0,29914.0,29906.92,29909.4,17.013979
2023-07-17T20:55:00,29909.4,29927.92,29909.4,29927.91,10.687524
2023-07-17T21:00:00,29927.91,29971.99,29926.5,29970.0,18.600425
2023-07-17T21:05:00,29970.0,29973.0,29962.94,29963.99,14.196937
2023-07-17T21:10:00,29963.99,29971.99,29963.99,29971.99,29.372022
2023-07-17T21:15:00,29971.99,30082.91,29971.99,30074.0,47.372964
2023-07-17T21:20:00,30074.0,30074.0,30020.07,30037.99,21.859928
2023-07-17T21:25:00,30037.99,30071.29,30020.01,30066.53,19.257089
2023-07-17T21:30:00,30066.53,30066.53,30028.05,30028.05,2.252891
2023-07-17T21:35:00,30028.05,30037.99,30026.49,30029.99,3.071351
2023-07-17T21:40:00,30029.99,30210.0,30029.99,30210.0,25.768765
2023-07-17T21:45:00,30210.0,30216.59,30144.0,30197.96,12.313354
2023-07-17T21:50:00,30197.96,30277.52,30196.0,30244.03,22.490169
2023-07-17T21:55:00,30244.03,30284.99,30234.0,30245.99,13.403293
2023-07-17T22:00:00,30245.99,30270.94,30208.0,30214.0,24.308305
2023-07-17T22:05:00,30214.0,30227.98,30165.93,30183.61,19.06087
2023-07-17T22:10:00,30183.61,30189.99,30177.48,30186.99,12.41522
2023-07-17T22:15:00,30186.99,30207.99,30163.99,30175.49,20.144122
2023-07-17T22:20:00,30175.49,30209.99,30175.49,30209.98,16.676981
2023-07-17T22:25:00,30209.98,30215.98,30194.34,30194.35,4.690696
2023-07-17T22:30:00,30194.35,30211.99,30193.51,30194.01,10.734878
2023-07-17T22:35:00,30194.01,30194.01,30139.5,30141.0,17.563403
2023-07-17T22:40:00,30141.0,30155.97,30134.95,30155.96,10.018015
2023-07-17T22:45:00,30155.96,30161.99,30126.01,30130.01,8.388168
2023-07-17T22:50:00,30130.01,30131.16,30107.1,30127.99,14.951287
2023-07-17T22:55:00,30127.99,30131.99,30102.97,30104.0,4.400402
2023-07-17T23:00:00,30104.0,30109.93,30076.0,30085.98,25.056082
2023-07-17T23:05:00,30085.98,30093.0,30084.01,30086.01,4.143228
2023-07-17T23:10:00,30086.01,30121.99,30086.0,30118.03,6.863645
2023-07-17T23:15:00,30118.03,30135.98,30118.03,30134.0,7.803807
2023-07-17T23:20:00,30134.0,30134.0,30116.08,30120.73,10.379259
2023-07-17T23:25:00,30120.73,30124.0,30120.72,30124.0,2.074356
2023-07-17T23:30:00,30124.0,30129.99,30122.66,30122.66,4.544643
2023-07-17T23:35:00,30122.66,30165.98,30122.66,30149.15,9.753775
2023-07-17T23:40:00,30149.15,30149.98,30132.06,30132.07,3.773549
2023-07-17T23:45:00,30132.07,30154.0,30132.06,30148.95,5.210551
2023-07-17T23:50:00,30148.95,30159.29,30146.97,30159.29,2.516425
2023-07-17T23:55:00,30159.29,30159.29,30138.0,30138.0,5.12621
2023-07-18T00:00:00,30138.0,30153.36,30131.25,30131.25,33.188698
2023-07-18T00:05:00,30131.25,30170.68,30130.08,30167.8,17.610885
2023-07-18T00:10:00,30167.8,30167.8,30140.0,30140.01,2.033577
2023-07-18T00:15:00,30140.01,30140.01,30108.51,30133.99,8.123155
2023-07-18T00:20:00,30133.99,30161.99,30126.0,30150.0,9.677853
2023-07-18T00:25:00,30150.0,30184.78,30148.0,30184.78,9.1566
2023-07-18T00:30:00,30184.78,30191.99,30158.0,30158.01,13.013202
2023-07-18T00:35:00,30158.01,30178.0,30158.01,30178.0,13.193695
2023-07-18T00:40:00,30178.0,30182.57,30176.0,30179.39,9.301528
2023-07-18T00:45:00,30179.39,30179.4,30155.6,30155.6,6.510319
2023-07-18T00:50:00,30155.6,30160.0,30144.07,30160.0,6.389916
2023-07-18T00:55:00,30160.0,30173.5,30160.0,30168.0,2.98105
2023-07-18T01:00:00,30168.0,30173.98,30148.0,30159.48,8.153441
2023-07-18T01:05:00,30159.48,30159.49,30150.0,30152.5,4.1288
2023-07-18T01:10:00,30152.5,30189.99,30152.5,30186.34,8.806779
2023-07-18T01:15:00,30186.34,30186.35,30170.04,30170.04,3.529844
2023-07-18T01:20:00,30170.04,30170.04,30145.99,30160.09,18.183016
2023-07-18T01:25:00,30160.09,30195.87,30160.09,30183.0,12.24525
2023-07-18T01:30:00,30183.0,30189.54,30170.5,30171.0,10.623774
2023-07-18T01:35:00,30171.0,30191.99,30171.0,30191.04,5.992478
2023-07-18T01:40:00,30191.04,30197.5,30176.13,30197.49,12.488796
2023-07-18T01:45:00,30197.49,30211.49,30194.0,30211.48,2.458424
2023-07-18T01:50:00,30211.48,30233.98,30211.48,30222.9,25.395713
2023-07-18T01:55:00,30222.9,30239.42,30212.76,30212.76,20.832209
2023-07-18T02:00:00,30212.76,30214.0,30212.76,30214.0,0.787937
2023-07-18T02:05:00,30214.0,30226.0,30213.99,30213.99,2.832443
2023-07-18T02:10:00,30213.99,30213.99,30174.15,30177.99,4.61655
2023-07-18T02:15:00,30177.99,30177.99,30148.95,30159.99,7.806721
2023-07-18T02:20:00,30159.99,30162.56,30156.0,30156.6,11.137376
2023-07-18T02:25:00,30156.6,30163.42,30156.37,30156.37,2.633318
2023-07-18T02:30:00,30156.37,30156.37,30133.0,30133.2,5.894092
2023-07-18T02:35:00,30133.2,30137.96,30104.6,30112.97,11.184794
2023-07-18T02:40:00,30112.97,30125.99,30112.97,30124.0,5.896072
2023-07-18T02:45:00,30124.0,30124.99,30118.56,30124.99,3.070477
2023-07-18T02:50:00,30124.99,30129.28,30123.0,30123.0,2.391029
2023-07-18T02:55:00,30123.0,30123.0,30118.1,30118.11,2.077577
2023-07-18T03:00:00,30118.11,30145.29,30114.01,30145.29,5.529718
2023-07-18T03:05:00,30145.29,30147.0,30134.48,30134.48,3.72964
2023-07-18T03:10:00,30134.48,30145.72,30134.48,30145.7,9.416465
2023-07-18T03:15:00,30145.7,30145.7,30133.5,30136.01,4.0209
2023-07-18T03:20:00,30136.01,30136.01,30115.5,30115.5,6.013745
2023-07-18T03:25:00,30115.5,30121.98,30114.43,30115.51,6.337595
2023-07-18T03:30:00,30115.51,30139.49,30115.51,30127.01,16.151017
2023-07-18T03:35:00,30127.01,30127.01,30114.0,30114.0,6.124015
2023-07-18T03:40:00,30114.0,30114.0,30084.09,30086.1,16.701258
2023-07-18T03:45:00,30086.1,30102.86,30086.1,30088.4,2.939731
2023-07-18T03:50:00,30088.4,30101.1,30083.37,30101.1,5.116579
2023-07-18T03:55:00,30101.1,30101.1,30076.0,30076.01,7.756566
